2025-04-15 11:30:18,361 - DEBUG - pymongo.topology  - {"message": "Starting topology monitoring", "topologyId": {"$oid": "67fe434a9994c0b5bbcfd8df"}}
2025-04-15 12:10:21,910 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:10:31,917 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.031741000195, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:10:31.916Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:10:31,919 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:10:41,928 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10007.760043999951, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:10:41.927Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:10:41,931 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:10:51,939 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.879945000037, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:10:51.938Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:10:51,941 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:11:01,949 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.212905999699, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:11:01.948Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:11:01,951 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:11:11,961 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.270233000076, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:11:11.960Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:11:11,963 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:11:21,971 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.513727999845, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:11:21.970Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:11:21,972 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:11:31,981 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10009.413578000022, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:11:31.980Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:11:31,983 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:11:41,990 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10005.645605000154, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:11:41.990Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:11:41,991 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:11:51,996 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10004.786892000084, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:11:51.995Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:11:51,999 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:12:02,000 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10001.972501999717, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:12:01.999Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:12:02,001 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:12:12,013 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10011.19577899999, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:12:12.011Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:12:12,015 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:12:22,023 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10007.042441000067, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:12:22.023Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:12:22,024 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:12:32,033 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10009.677985000053, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:12:32.032Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:12:32,033 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:12:36,562 - DEBUG - pymongo.serverSelection  - {"message": "Server selection started", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0014957980626889435>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}}
2025-04-15 12:12:36,563 - DEBUG - pymongo.serverSelection  - {"message": "Server selection succeeded", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0014957980626889435>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:36,564 - DEBUG - pymongo.connection  - {"message": "Connection checkout started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:36,564 - DEBUG - pymongo.connection  - {"message": "Connection checked out", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0005857370001649542}
2025-04-15 12:12:36,565 - DEBUG - pymongo.command  - {"message": "Command started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "command": "{\"find\": \"conversations\", \"filter\": {\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\"}, \"limit\": 1, \"singleBatch\": true, \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"xDyEiA3TR5ichDEFxQRsIQ==\", \"subType\": \"04\"}}}, \"$db\": \"mcp-agent-database\"}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 137806862, "operationId": 137806862, "driverConnectionId": 1, "serverConnectionId": 22, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:36,567 - DEBUG - pymongo.command  - {"message": "Command succeeded", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "durationMS": 2.376, "reply": "{\"cursor\": {\"firstBatch\": [{\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\", \"title\": \"Test\", \"history\": [{\"role\": \"user\", \"content\": \"Him what is my current location?\"}, {\"role\": \"assistant\", \"content\": \"You are currently in Chicago.\"}], \"date_created\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}, \"date_modified\": {\"$date\": \"2025-04-15T12:05:05.722Z\"}}], \"ns\": \"mcp-agent-database.conversations\"}, \"ok\": 1.0}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 137806862, "operationId": 137806862, "driverConnectionId": 1, "serverConnectionId": 22, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:36,568 - DEBUG - pymongo.connection  - {"message": "Connection checked in", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1}
2025-04-15 12:12:36,570 - INFO - mcp.client.sse  - Connecting to SSE endpoint: http://host.docker.internal:8001/sse
2025-04-15 12:12:36,738 - DEBUG - httpcore.connection  - connect_tcp.started host='host.docker.internal' port=8001 local_address=None timeout=5 socket_options=None
2025-04-15 12:12:36,743 - DEBUG - httpcore.connection  - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fa4d45d2a10>
2025-04-15 12:12:36,743 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'GET']>
2025-04-15 12:12:36,744 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:12:36,744 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'GET']>
2025-04-15 12:12:36,744 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:12:36,745 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'GET']>
2025-04-15 12:12:36,753 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'date', b'Tue, 15 Apr 2025 12:12:35 GMT'), (b'server', b'uvicorn'), (b'cache-control', b'no-store'), (b'connection', b'keep-alive'), (b'x-accel-buffering', b'no'), (b'content-type', b'text/event-stream; charset=utf-8'), (b'transfer-encoding', b'chunked')])
2025-04-15 12:12:36,754 - INFO - httpx  - HTTP Request: GET http://host.docker.internal:8001/sse "HTTP/1.1 200 OK"
2025-04-15 12:12:36,754 - DEBUG - mcp.client.sse  - SSE connection established
2025-04-15 12:12:36,755 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'GET']>
2025-04-15 12:12:36,755 - DEBUG - mcp.client.sse  - Received SSE event: endpoint
2025-04-15 12:12:36,756 - INFO - mcp.client.sse  - Received endpoint URL: http://host.docker.internal:8001/messages/?session_id=610679b9b3714215b3fff5aface4ddd2
2025-04-15 12:12:36,756 - INFO - mcp.client.sse  - Starting post writer with endpoint URL: http://host.docker.internal:8001/messages/?session_id=610679b9b3714215b3fff5aface4ddd2
2025-04-15 12:12:36,757 - DEBUG - mcp.client.sse  - Sending client message: root=JSONRPCRequest(method='initialize', params={'protocolVersion': '2024-11-05', 'capabilities': {'sampling': {}, 'roots': {'listChanged': True}}, 'clientInfo': {'name': 'mcp', 'version': '0.1.0'}}, jsonrpc='2.0', id=0)
2025-04-15 12:12:36,758 - DEBUG - httpcore.connection  - connect_tcp.started host='host.docker.internal' port=8001 local_address=None timeout=5.0 socket_options=None
2025-04-15 12:12:36,762 - DEBUG - httpcore.connection  - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fa4d45d9490>
2025-04-15 12:12:36,763 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:12:36,763 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:12:36,763 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:12:36,764 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:12:36,764 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:12:36,766 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 202, b'Accepted', [(b'date', b'Tue, 15 Apr 2025 12:12:36 GMT'), (b'server', b'uvicorn'), (b'content-length', b'8')])
2025-04-15 12:12:36,766 - INFO - httpx  - HTTP Request: POST http://host.docker.internal:8001/messages/?session_id=610679b9b3714215b3fff5aface4ddd2 "HTTP/1.1 202 Accepted"
2025-04-15 12:12:36,767 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:12:36,767 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:12:36,768 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:12:36,768 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:12:36,769 - DEBUG - mcp.client.sse  - Client message sent successfully: 202
2025-04-15 12:12:36,769 - DEBUG - mcp.client.sse  - Received SSE event: message
2025-04-15 12:12:36,770 - DEBUG - mcp.client.sse  - Received server message: root=JSONRPCResponse(jsonrpc='2.0', id=0, result={'protocolVersion': '2024-11-05', 'capabilities': {'experimental': {}, 'prompts': {'listChanged': False}, 'resources': {'subscribe': False, 'listChanged': False}, 'tools': {'listChanged': False}}, 'serverInfo': {'name': 'Location Server', 'version': '1.6.0'}})
2025-04-15 12:12:36,770 - DEBUG - openai.agents  - Creating trace Agent workflow with id trace_ac3d93d2b1e54eabbd51201d51f8cedf
2025-04-15 12:12:36,771 - DEBUG - openai.agents  - Setting current trace: trace_ac3d93d2b1e54eabbd51201d51f8cedf
2025-04-15 12:12:36,771 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.AgentSpanData object at 0x7fa4d4543470> with id None
2025-04-15 12:12:36,771 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.MCPListToolsSpanData object at 0x7fa4d45bafd0> with id None
2025-04-15 12:12:36,772 - DEBUG - mcp.client.sse  - Sending client message: root=JSONRPCNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
2025-04-15 12:12:36,772 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:12:36,773 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:12:36,773 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:12:36,773 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:12:36,774 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:12:36,775 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 202, b'Accepted', [(b'date', b'Tue, 15 Apr 2025 12:12:36 GMT'), (b'server', b'uvicorn'), (b'content-length', b'8')])
2025-04-15 12:12:36,776 - INFO - httpx  - HTTP Request: POST http://host.docker.internal:8001/messages/?session_id=610679b9b3714215b3fff5aface4ddd2 "HTTP/1.1 202 Accepted"
2025-04-15 12:12:36,776 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:12:36,777 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:12:36,777 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:12:36,778 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:12:36,778 - DEBUG - mcp.client.sse  - Client message sent successfully: 202
2025-04-15 12:12:36,779 - DEBUG - mcp.client.sse  - Sending client message: root=JSONRPCRequest(method='tools/list', params=None, jsonrpc='2.0', id=1)
2025-04-15 12:12:36,779 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:12:36,780 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:12:36,780 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:12:36,781 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:12:36,781 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:12:36,783 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 202, b'Accepted', [(b'date', b'Tue, 15 Apr 2025 12:12:36 GMT'), (b'server', b'uvicorn'), (b'content-length', b'8')])
2025-04-15 12:12:36,783 - INFO - httpx  - HTTP Request: POST http://host.docker.internal:8001/messages/?session_id=610679b9b3714215b3fff5aface4ddd2 "HTTP/1.1 202 Accepted"
2025-04-15 12:12:36,784 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:12:36,785 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:12:36,785 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:12:36,786 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:12:36,786 - DEBUG - mcp.client.sse  - Client message sent successfully: 202
2025-04-15 12:12:36,787 - DEBUG - mcp.client.sse  - Received SSE event: message
2025-04-15 12:12:36,787 - DEBUG - mcp.client.sse  - Received server message: root=JSONRPCResponse(jsonrpc='2.0', id=1, result={'tools': [{'name': 'get_current_location', 'description': 'Gets the current city', 'inputSchema': {'properties': {}, 'title': 'get_current_locationArguments', 'type': 'object'}}]})
2025-04-15 12:12:36,788 - DEBUG - openai.agents  - Running agent Assistant (turn 1)
2025-04-15 12:12:36,789 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.ResponseSpanData object at 0x7fa4d4537e30> with id None
2025-04-15 12:12:36,789 - DEBUG - openai.agents  - Calling LLM gpt-4o with input:
[
  {
    "role": "user",
    "content": "Him what is my current location?"
  },
  {
    "role": "assistant",
    "content": "You are currently in Chicago."
  },
  {
    "role": "user",
    "content": "What is my current city known for?"
  }
]
Tools:
[
  {
    "name": "get_current_location",
    "parameters": {
      "properties": {},
      "title": "get_current_locationArguments",
      "type": "object"
    },
    "strict": false,
    "type": "function",
    "description": "Gets the current city"
  }
]
Stream: False
Tool choice: required
Response format: NOT_GIVEN

2025-04-15 12:12:36,791 - DEBUG - openai._base_client  - Request options: {'method': 'post', 'url': '/responses', 'headers': {'User-Agent': 'Agents/Python 0.0.9'}, 'files': None, 'json_data': {'input': [{'role': 'user', 'content': 'Him what is my current location?'}, {'role': 'assistant', 'content': 'You are currently in Chicago.'}, {'role': 'user', 'content': 'What is my current city known for?'}], 'model': 'gpt-4o', 'include': [], 'instructions': 'Use the tools to answer the questions.', 'metadata': None, 'stream': False, 'tool_choice': 'required', 'tools': [{'name': 'get_current_location', 'parameters': {'properties': {}, 'title': 'get_current_locationArguments', 'type': 'object'}, 'strict': False, 'type': 'function', 'description': 'Gets the current city'}]}}
2025-04-15 12:12:36,793 - DEBUG - httpcore.connection  - close.started
2025-04-15 12:12:36,793 - DEBUG - httpcore.connection  - close.complete
2025-04-15 12:12:36,794 - DEBUG - httpcore.connection  - connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=5.0 socket_options=None
2025-04-15 12:12:37,023 - DEBUG - httpcore.connection  - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fa4d45e1a50>
2025-04-15 12:12:37,024 - DEBUG - httpcore.connection  - start_tls.started ssl_context=<ssl.SSLContext object at 0x7fa4d44fd010> server_hostname='api.openai.com' timeout=5.0
2025-04-15 12:12:37,165 - DEBUG - httpcore.connection  - start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fa4d453ca90>
2025-04-15 12:12:37,166 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:12:37,167 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:12:37,167 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:12:37,169 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:12:37,169 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
